Année du BOPI,Numéro de pages du BOPI,Lettres alphabétiques,Chiffres des marques,Dénomination des marques,Emblême,Numéro de classe,Numéro des pages correspondantes,ERRATA,Numéro de la marque,Renonciation totale,Renonciation partielle
1922,133,R,,Rorouht,,66,1275,,,,
1922,133,R,,Rorouht des Hindous,,66,1275,,,,
1922,133,R,,Rosa,,25,1399,,,,
1922,133,R,,Rosa (La) avec rose (Dessin).,,66,1676,,,,
1922,133,R,,Rosaire (Le) avec dessin,,14,449,,,,
1922,133,R,,Rosaire (Le),,68,697,,,,
1922,133,R,,Rosalani,,66,1676,,,,
1922,133,R,,Rosange,,58,426,,,,
1922,133,R,,Rosantème,,58,1589,,,,
1922,133,R,,Page réelle.,,,1599,,,,
1922,133,R,,Rosapelly (Haricots),,63,514,,,,
1922,133,R,,Rosas de Caracas,,58,1705,,,,
1922,133,R,,Rosavita,,58,688,,,,
1922,133,R,,Roscoff,,66,1174,,,,
1922,133,R,,Rose (Dessin),,69,133,,,,
1922,133,R,,Rose (Fleur de) (Dessin),,66,362,,,,
1922,133,R,,Rose,,52,1167,,,,
1922,133,R,,Rose Andalouse.,,58,276,,,,
1922,133,R,,Rose ardente,,58,80,,,,
1922,133,R,,Rose argentée.,,58,241,,,,
1922,133,R,,Rose blanche (A la),,67,315,,,,
1922,133,R,,Rose bleue,,58,276,,,,
1922,133,R,,Rose France,,58,45,,,,
1922,133,R,,Rose Freda,,58,1791,,,,
1922,133,R,,Rose de Gascogne,,58,1406,,,,
1922,133,R,,Rose Jade,,58,1304,,,,
1922,133,R,,Rose du Moulin. 58,,80,,,,,
1922,133,R,,Rose Mousse,,14,344,,,,
1922,133,R,,Rose – Mousse (Lessive),,14,379,,,,
1922,133,R,,Rose-Mousse.,,14,1050,,,,
1922,133,R,,Rose de Noël,,66,1767,,,,
1922,133,R,,Rose d’Or de Dixmude,,58,356,,,,
1922,133,R,,Rose de Paris.,,58,426,,,,
1922,133,R,,Rose Pierrot.,,58,426,,,,
1922,133,R,,Rose Pompon.,,58,202,,,,
1922,133,R,,Rose Pourpre de la Société des parfums de l’Ilede-France (La).,,58,1636,,,,
1922,133,R,,Rose rare,,58,686,,,,
1922,133,R,,Rose Reine,,58,1735,,,,
1922,133,R,,Rose des roses.,,58,1792,,,,
1922,133,R,,Rose sauvage.,,58,459,,,,
1922,133,R,,Rose solitaire.,,58,241,,,,
1922,133,R,,Rose des vents avec dessin,,14,1753,,,,
1922,133,R,,Roses (Extrait végétal de) sur un flacon (Dessin),,58,1374,,,,
1922,133,R,,Rose (Coteaux des),,68,1479,,,,
1922,133,R,,Page réelle.,,,1569,,,,
1922,133,R,,Roses célestes.,,58,117,,,,
1922,133,R,,Roses de l’Hay (Les),,58,608,,,,
1922,133,R,,Roses persanes.,,58,1375,,,,
1922,133,R,,Roses de Smyrne.,,58,1375,,,,
1922,133,R,,Roses Thé,,58,1375,,,,
1922,133,R,,Roseau (Le),,49,910,,,,
1922,133,R,,Roseau (Les éditions du) avec dessin,,72,1322,,,,
1922,133,R,,Roseau arabe (Le),,72,1808,,,,
1922,133,R,,,,,,,,,
1922,133,R,,Roseau Roux (Chambre isothermique),,35,1822,,,,
1922,133,R,,Rosée de France (La),,68,363,,,,
1922,133,R,,Rosée de Mai.,,58,461,,,,
1922,133,R,,Rosée Matinale.,,58,1829,,,,
1922,133,R,,Rosée de perles.,,58,1132,,,,
1922,133,R,,Roseliane,,58,201,,,,
1922,133,R,,id.,,58,1304,,,,
1922,133,R,,Rosélio,,58,1062,,,,
1922,133,R,,Rosier et épi (Dessin),,49,1788,,,,
1922,133,R,,Rosières (Fromagerie des) avec dessin,,64,1463,,,,
1922,133,R,,Rosita,,68,287,,,,
1922,133,R,,Rosliane,,58,117,,,,
1922,133,R,,Rosocre,,58,758,,,,
1922,133,R,,Rosset et Cie (G.).,,68,578,,,,
1922,133,R,,Rossignol (Le).,,20,793,,,,
1922,133,R,,Rossignol buvant dans un verre (Dessin),,68,1536,,,,
1922,133,R,,Rossignols (Dessin),,64,1709,,,,
1922,133,R,,Rotarex,,22,751,,,,
1922,133,R,,Rotary. ,,9,707,,,,
1922,133,R,,Rotative (La).,,22,6,,,,
1922,133,R,,Rotissette (Le).,,39,1787,,,,
1922,133,R,,Roto-Phare,,25,499,,,,
1922,133,R,,Rotorine,,9,1579,,,,
1922,133,R,,Page réelle.,,,1589,,,,
1922,133,R,,Rotulix,,25,383,,,,
1922,133,R,,Roubaisienne (Confiserie).,,66,724,,,,
1922,133,R,,Roubaisienne (La),,71,1280,,,,
1922,133,R,,Roubaisienne.,,52,1302,,,,
1922,133,R,,Roubaisienne (Biscuiterie).,,7lbis ,1365,,,,
1922,133,R,,Roubilhuile,,9,550,,,,
1922,133,R,,Roudel (Lotion). ,,70,1284,,,,
1922,133,R,,Roue (Savon la) avec dessin,,14,495,,,,
1922,133,R,,Roue (Chocolat Ar-),,66,1100,,,,
1922,133,R,,Roue (Dessin) avec les initiales R.L.,,25,1463,,,,
1922,133,R,,Page réelle.,,,1553,,,,
1922,133,R,,Roue ailée (Dessin),,22,269,,,,
1922,133,R,,id.,,25,796,,,,
1922,133,R,,id.,,44,909,,,,
1922,133,R,,Roue ailée sur un globe (Dessin). ,,25,1585,,,,
1922,133,R,,Page réelle.,,,1595,,,,
1922,133,R,,Roue dentée (Dessin),,25,1371,,,,
1922,133,R,,Roue dentée (Dessin),,25,1628,,,,
1922,133,R,,Roue dentée ailée (Dessin).,,9,1047,,,,
1922,133,R,,Roue dentée couronnée,,42,714,,,,
1922,133,R,,Roue de la Fortune (Dessin).,,10,1121,,,,
1922,133,R,,Roue de la Fortune avec Fit (Dessin),,25,1054,,,,
1922,133,R,,Roue de Mulhouse (La),,13,1517,,,,
1922,133,R,,Rouergue (Société) laitière de).,,64,1067,,,,
1922,133,R,,Rouet (Dessin).,,79,367,,,,
1922,133,R,,Rouet (Le) avec dessin,,44,714,,,,
1922,133,R,,Rouet (Dessin) avec A.D. ,,46,910,,,,
1922,133,R,,Rouétine (La) avec roue ailée (Dessin) et G.D.O.,,9,415,,,,
1922,133,R,,Rouge (Poudre). ,,79,542,,,,
1922,133,R,,Rouge (Siccatif à l’alcool),,33,1054,,,,
1922,133,R,,Rouge (Chicorée).,,67,1410,,,,
1922,133,R,,Rouge Bengale.,,58,1792,,,,
1922,133,R,,Rouge défendu (Le),,58,834,,,,
1922,133,R,,Rouge de feu.,,33,1224,,,,
1922,133,R,,Rouge mandarine,,58,949,,,,
1922,133,R,,Rouge Merveilleux (Le),,25,795,,,,
1922,133,R,,Rouge mystère.,,58,45,,,,
1922,133,R,,Rouge de Paris.,,58,426,,,,
1922,133,R,,Rouge Permis.,,58,1704,,,,
1922,133,R,,Rouge possession (Le),,58,609,,,,
1922,133,R,,Rouges (Tons).,,29,683,,,,
1922,133,R,,Rouges Fontaines (Les),,68,1503,,,,
1922,133,R,,Rouget de L’Isle (avec dessin).,,14,107,,,,
1922,133,R,,Rougette,,58,949,,,,
1922,133,R,,Roule-boule,,22,1088,,,,
1922,133,R,,Rouli-Zanzi (Le).,,60,1019,,,,
1922,133,R,,Roulis Champagne,,68,1242,,,,
1922,133,R,,Roull (Onguent).,,79,823,,,,
1922,133,R,,Roumaïa,,44,41,,,,
1922,133,R,,Rousseau et Seston avec lune (Dessin),,69,1364,,,,
1922,133,R,,Rousset (Flexible),,53,1634,,,,
1922,133,R,,Roussillon et Co (J.),,68,51,,,,
1922,133,R,,"Routelle et Cie (Fine champagne, cognac).",,68,777,,,,
1922,133,R,,Rouvel et Cie (J.).,,68,1412,,,,
1922,133,R,,Rouvière fils.,,68,401,,,,
1922,133,R,,id.,,68,402,,,,
1922,133,R,,Rovel,,79,138,,,,
1922,133,R,,id.,,70,1211,,,,
1922,133,R,,Rovalo,,9,1194,,,,
1922,133,R,,Rove,,16,749,,,,
1922,133,R,,Rowgli.,,48,1670,,,,
1922,133,R,,Roxane (Savon).,,58,567,,,,
1922,133,R,,Roy,,38,1056,,,,
1922,133,R,,Roy (Magnésie Kola Pilules de Quinium),,79,1509,,,,
1922,133,R,,Roy et Valade (Imprimerie).,,72,1540,,,,
1922,133,R,,Roy Soleil (Le).,,66,468,,,,
1922,133,R,,Roy d’Yvetot (Moutarde au) avec dessin,,62,1438,,,,
1922,133,R,,Roy d’Yvetot (Biscuits du) avec dessin,,66,1495,,,,
1922,133,R,,Royal (Le),,52,114,,,,
1922,133,R,,Royal (Bock),,68,251,,,,
1922,133,R,,"Royal (Bas, chaussettes)",,52,307,,,,
1922,133,R,,Royal,,68,529,,,,
1922,133,R,,Royal (Clos),,68,582,,,,
1922,133,R,,Royal,,35,940,,,,
1922,133,R,,Royal (Savon pâte (Le),,14,1004,,,,
1922,133,R,,Royal (Brampton),,25,1297,,,,
1922,133,R,,Royal,,66,1410,,,,
1922,133,R,,Royal (Onguent). ,,79,1778,,,,
1922,133,R,,Royal avec aigle (Dessin),,66,952,,,,
1922,133,R,,Royal des Antilles (Rhum),,68,667,,,,
1922,133,R,,Royal Américan avec dessin,,25,1857,,,,
1922,133,R,,Royal aseptol avec dessin,,13,1476,,,,
1922,133,R,,Royal Brakes. ,,25,1584,,,,
1922,133,R,,Page réelle.,,,1594,,,,
1922,133,R,,Royal Brandy Fine champagne,,68,584,,,,
1922,133,R,,Royal Briar France,,59,1707,,,,
1922,133,R,,Royal Bugey.,,68,323,,,,
1922,133,R,,Royal café (Le).,,67,666,,,,
1922,133,R,,Royal Caïd,,68,1836,,,,
1922,133,R,,Royal caprice.,,66,85,,,,
1922,133,R,,Royal Choice Monopole,,68,124,,,,
1922,133,R,,Royal cream avec couronne (Dessin),,53,354,,,,
1922,133,R,,Royal crown avec dessin,,68,924,,,,
1922,133,R,,Royal Dauphin (Grand mousseux),,68,26,,,,
1922,133,R,,Royal Dauphinois (Gd vinmousseux),,68,1872,,,,
1922,133,R,,Royal de Neuville et Cie (The),,68,288,,,,
1922,133,R,,Royal Dessert. ,,66,572,,,,
1922,133,R,,Royal Dry (Curaçao),,68,773,,,,
1922,133,R,,Royal des Flandres (Savon).,,58,154,,,,
1922,133,R,,id.,,14,266,,,,
1922,133,R,,Royal fromage (Le) avec couronne (Dessin). ,,64,1021,,,,
1922,133,R,,Royal Gaillac (Grand vin),,68,1474,,,,
1922,133,R,,Page réelle.,,,1564,,,,
1922,133,R,,Royal Georges.,,68,727,,,,
1922,133,R,,Royal Goudron.,,68,1071,,,,
1922,133,R,,Royal Grape,,68,1414,,,,
1922,133,R,,Royal Gruyère.,,64,517,,,,
1922,133,R,,Royal Hawaiian.,,66,1310,,,,
1922,133,R,,Royal Héliotrope.,,58,1734,,,,
1922,133,R,,Royal intensif.,,20,828,,,,
1922,133,R,,Royal Jack’s,,68,93,,,,
1922,133,R,,id.,,68,698,,,,
1922,133,R,,Royal Jack’s sur une bouteille de champagne (Dessin),,68,1467,,,,
1922,133,R,,Royal Ketty avec dessin,,68,1873,,,,
1922,133,R,,Royal Klingsor.,,69,212,,,,
1922,133,R,,Royal Kola,,68,956,,,,
1922,133,R,,Royal Lilas,,58,1734,,,,
1922,133,R,,Royal lime B.L.,,16,1295,,,,
1922,133,R,,Royal Luxior.,,68,813,,,,
1922,133,R,,Royal Macouba.,,68,734,,,,
1922,133,R,,Royal au miel.,,66,1606,,,,
1922,133,R,,Royal Mondain.,,58,512,,,,
1922,133,R,,Royal Monopole.,,68,620,,,,
1922,133,R,,id.,,68,1772,,,,
1922,133,R,,Royal oil,,9,1579,,,,
1922,133,R,,Page réelle.,,,1589,,,,
1922,133,R,,Royal oil avec aigle (Dessin),,9,852,,,,
1922,133,R,,Royal onguent Bourgoin,,79,1510,,,,
1922,133,R,,Royal Pearls,,56,1016,,,,
1922,133,R,,Royal-Photo.,,11,1048,,,,
1922,133,R,,Royal Piémont.,,66,1677,,,,
1922,133,R,,Royal Pudding.,,66,246,,,,
1922,133,R,,Royal Pudding Podwer (The).,,66,1175,,,,
1922,133,R,,Royal rubber.,,25,73,,,,
1922,133,R,,Royal Saint Hubert,,68,1107,,,,
1922,133,R,,Roy Saint-Louis (Le) avec dessin.,,79,1188,,,,
1922,133,R,,Royal Seal,,68,530,,,,
1922,133,R,,Royal silk,,17,37,,,,
1922,133,R,,Royal Sparkling Burgundy,,68,1642,,,,
1922,133,R,,Royal super.,,68,472,,,,
1922,133,R,,Royal super Bock.,,68,164,,,,
1922,133,R,,Royal Touraine.,,68,581,,,,
1922,133,R,,id.,,68,582,,,,
1922,133,R,,Royal Vouvray.,,68,435,,,,
1922,133,R,,Royal White (The),,53,1168,,,,
1922,133,R,,Royale (Limonade la) avec lion couronné (Dessin). ,,68,585,,,,
1922,133,R,,Royale (Véritable anisette),,68,617,,,,
1922,133,R,,Royale (Limonade),,68,889,,,,
1922,133,R,,Royale (La),,66,1743,,,,
1922,133,R,,Royale du Gâtinais (Couque).,,66,1355,,,,
1922,133,R,,Royale Napolitaine,,65,467,,,,
1922,133,R,,Royale de Pithiviers (Couque).,,66,1355,,,,
1922,133,R,,Royaleco,,1,1724,,,,
1922,133,R,,Royalta,,62,1740,,,,
1922,133,R,,Royaltub,,51,1759,,,,
1922,133,R,,Royalux,,58,1135,,,,
1922,133,R,,Royama (Brillant),,32,753,,,,
1922,133,R,,Royama,,33,754,,,,
1922,133,R,,Royan,,47,352,,,,
1922,133,R,,Royat Monopole sur un globe,,80,369,,,,
1922,133,R,,Royaume de bébé (Au),,60,1707,,,,
1922,133,R,,Royauté avec couronne (Dessin).,,68,1477,,,,
1922,133,R,,Page réelle.,,,1567,,,,
1922,133,R,,Royon et Cie (B.).,,68,320,,,,
1922,133,R,,Rozan avec montagnes (Dessin).,,66,1310,,,,
1922,133,R,,R.P. avec éclair (Dessin),,39,455,,,,
1922,133,R,,R.P. dans un cercle ;.,,9,492,,,,
1922,133,R,,R.P.D. (Modèle réservé),,58,1133,,,,
1922,133,R,,R.P. Germain Antirhumatismal (Élixir du),,79,821,,,,
1922,133,R,,R.P. Leduc (Liqueur du) avec 3 étoiles (Dessin) ,,68,1442,,,,
1922,133,R,,R.P.P.B. sur une bouteille (Dessin),,58,1764,,,,
1922,133,R,,R.P. Rodolfo (Dépuratif mexicain du),,79,1849,,,,
1922,133,R,,R. R,,60,1063,,,,
1922,133,R,,R.R. dans un écusson (Dessin).,,64,1380,,,,
1922,133,R,,R.R. avec Bretonne (Dessin).,,44,388,,,,
1922,133,R,,R.R.P.P. Bénédictins (Pâtedentifrice des) (Élixir dentifrice des),,58,1763,,,,
1922,133,R,,id.,,58,1764,,,,
1922,133,R,,R.R.P.P. Bénédictins de l’abbaye de Soulac.,,58,1764,,,,
1922,133,R,,R.R.P.P. des Charmois (Lotion capillaire) avec dessin,,58,1435,,,,
1922,133,R,,R.R.P.P. Prémontrés (Tisane de longue vie des),,79,1750,,,,
1922,134,R,,R.S. (Electric).,,20,1819,,,,
1922,134,R,,R.S. Z,,8,1692,,,,
1922,134,R,,R.S.Z. dans unovale (Dessin).,,8,1692,,,,
1922,134,R,,R.T. tenu par unlion (Dessin). ,,32,271,,,,
1922,134,R,,R.T. B,,33,1730,,,,
1922,134,R,,Ruban rouge,,66,837,,,,
1922,134,R,,Ruban vert,,14,70,,,,
1922,134,R,,Rubel et Cie,,68,1243,,,,
1922,134,R,,Rubens,,73,326,,,,
1922,134,R,,Rubestine,,33,1629,,,,
1922,134,R,,Rubicon avec dessin,,62,693,,,,
1922,134,R,,Rubicon (Plume). ,,72,1655,,,,
1922,134,R,,Rubidia (Parfum),,58,657,,,,
1922,134,R,,Rubidor (Le),,25,905,,,,
1922,134,R,,"Rubinat (Sels laxatifs, sels purgatifs de)",,79,294,,,,
1922,134,R,,Rubinat (Grains purgatifs de). ,,79,331,,,,
1922,134,R,,Rubinat (Granulés de) (Comprimés de),,79,331,,,,
1922,134,R,,Rubinat (Violettes de),,79,1247,,,,
1922,134,R,,Rubinat gazeux.,,79,331,,,,
1922,134,R,,Rubinat Municipal,,79,299,,,,
1922,134,R,,Rubinaur,,79,740,,,,
1922,134,R,,Rubiphore,,40,1340,,,,
1922,134,R,,Rubis (Le),,22,73,,,,
1922,134,R,,Rubis,,16,749,,,,
1922,134,R,,Rubis (Sablés). ,,66,875,,,,
1922,134,R,,Rubis (Au) avec dessin,,21,1398,,,,
1922,134,R,,Ruby Coktail. ,,68,287,,,,
1922,134,R,,Rubyl.,,79,1187,,,,
1922,134,R,,Ruche (La) avec dessin,,1,446,,,,
1922,134,R,,Ruche (Brillant moderne) avec dessin,,33,601,,,,
1922,134,R,,Ruche (Dessin). ,,44,685,,,,
1922,134,R,,Ruche avec bateau et locomotive (Dessin),,66,953,,,,
1922,134,R,,Ruche dans une étoile (Dessin) avec A.F.O. ,,47,504,,,,
1922,134,R,,Ruche d’Or (A la) avec dessin,,66,695,,,,
1922,134,R,,Ruche Zizi (La) avec dessin,,51,863,,,,
1922,134,R,,Ruchelot (Clos). ,,68,404,,,,
1922,134,R,,Rucher (Le) avec dessin,,33,303,,,,
1922,134,R,,Rucher (Le),,68,476,,,,
1922,134,R,,Rucher Moderne (Hydromel du).,,68,1359,,,,
1922,134,R,,Rucher du Val de la Loire,,66,1068,,,,
1922,134,R,,Ruchor,,14,1395,,,,
1922,134,R,,Ruck,,74,1540,,,,
1922,134,R,,Rude (A.F.) avec statue (Dessin).,,68,1646,,,,
1922,134,R,,Rueil,,49,1759,,,,
1922,134,R,,Rueil dans un losange avec C.F.A.,,38,386,,,,
1922,134,R,,Ruel (Baume),,79,60,,,,
1922,134,R,,Ruel,,79,1042,,,,
1922,134,R,,Ruélia,,58,81,,,,
1922,134,R,,Rufisqua (La). ,,64,1606,,,,
1922,134,R,,Rugby,,69,816,,,,
1922,134,R,,id.,,72,1748,,,,
1922,134,R,,Rugby-Soda avec coq sur un globe (Dessin),,69,1807,,,,
1922,134,R,,Ruinart et Cie (P.) ,,68,771,,,,
1922,134,R,,id.,,68,772,,,,
1922,134,R,,Ruisseaux du Roy (Les). ,,68,1806,,,,
1922,134,R,,Ruisséola,,44,77,,,,
1922,134,R,,Rumille (Prunelle sur une bouteille (Dessin).,,68,882,,,,
1922,134,R,,Rumpler,,22,938,,,,
1922,134,R,,Ruoubimbip avec dessin,,68,1770,,,,
1922,134,R,,Rural (Le),,53,1131,,,,
1922,134,R,,Rush O’Luck.,,56,866,,,,
1922,134,R,,Russe (Poissonsfumés et marinés à la),,61,660,,,,
1922,134,R,,Russell et Sons (A.),,52,1345,,,,
1922,134,R,,Russes (Biscuits) avec coq (Dessin),,66,1273,,,,
1922,134,R,,Russian,,59,979,,,,
1922,134,R,,Russland et Turkei,,59,428,,,,
1922,134,R,,Russoléine,,9,1291,,,,
1922,134,R,,Rustadet C° (P.A.),,68,1840,,,,
1922,134,R,,Rustic,,59,309,,,,
1922,134,R,,Rustines,,25,1163,,,,
1922,134,R,,Rustique (La).,,43,387,,,,
1922,134,R,,Rustiques (Les).,,36,1822,,,,
1922,134,R,,Rutilant (Le) avec dessin,,14,300,,,,
1922,134,R,,Rutilor,,45,798,,,,
1922,134,R,,R. Vallet (Cycles).,,25,499,,,,
1922,134,R,,R.V.L.,,33,9,,,,
1922,134,R,,Ryn'h,,50,652,,,,
1922,134,R,,Ryp,,68,287,,,,
1922,134,S,,S. dans un dessin.,,8,549,,,,
1922,134,S,,S.,,48,604,,,,
1922,134,S,,S. dans un dessin.,,58,656,,,,
1922,134,S,,S. avec dessin,,9,707,,,,
1922,134,S,,S sur un soleil (Dessin),,68,880,,,,
1922,134,S,,S,,60,1376,,,,
1922,134,S,,id.,,56,1762,,,,
1922,134,S,,S. dans un cercle (Dessin),,39,1586,,,,
1922,134,S,,Page réelle.,,,1596,,,,
1922,134,S,,S dans un losange (Dessin) avec D.F. et C°,,32,559,,,,
1922,134,S,,S. A,,58,154,,,,
1922,134,S,,id.,,14,345,,,,
1922,134,S,,S.A. avec dessin. ,,19,1856,,,,
1922,134,S,,S.A.A. C,,25,1584,,,,
1922,134,S,,Page réelle.,,,1594,,,,
1922,134,S,,S.A.B. dans un losange (Dessin).,,1,1250,,,,
1922,134,S,,Sabadol,,79,541,,,,
1922,134,S,,Sabah,,59,1470,,,,
1922,134,S,,Page réelle.,,,1560,,,,
1922,134,S,,Sabana (Rhum).,,68,1649,,,,
1922,134,S,,Sabatier Jeune 10 France,,42,1482,,,,
1922,134,S,,Sabinette,,68,1034,,,,
1922,134,S,,Sable,,14,552,,,,
1922,134,S,,Sablé (Velours).,,44,604,,,,
1922,134,S,,Sablier (Dessin).,,68,619,,,,
1922,134,S,,Sabline,,66,1206,,,,
1922,134,S,,Sablona.,,14,145,,,,
1922,134,S,,S A B O R (Antirouille),,33,1730,,,,
1922,134,S,,Sabourin et Co (Jules).,,68,576,,,,
1922,134,S,,id.,,68,577,,,,
1922,134,S,,Sac sur un Z avec animaux (Dessin),,71,958,,,,
1922,134,S,,Sac Plombé à 50 kilos,,7,1725,,,,
1922,134,S,,Sac d’haricots (Dessin),,63,514,,,,
1922,134,S,,Sac de mendiants (Dessin),,63,1407,,,,
1922,134,S,,Saccharine soluble,,71bis,406,,,,
1922,134,S,,Sacérase Delannoy,,79,540,,,,
1922,134,S,,S.A.C.I. dans un losange (Dessin). ,,23,1755,,,,
1922,134,S,,S.A.C.I. P,,54,354,,,,
1922,134,S,,Sacip,,54,354,,,,
1922,134,S,,Sacré-Cœur (Plume),,72,1654,,,,
1922,134,S,,Sactobyl,,79,485,,,,
1922,134,S,,Sadam,,25,1125,,,,
1922,134,S,,Saderne (Chaussures de grand luxe),,53,199,,,,
1922,134,S,,Saderne (Embauchoir),,53,458,,,,
1922,134,S,,Sadi,,49,1826,,,,
1922,134,S,,Sadoux (Jean). ,,62,780,,,,
1922,134,S,,S.A.E. S,,9,1219,,,,
1922,134,S,,S.A.F. A,,29,1257,,,,
1922,134,S,,id.,,62,1796,,,,
1922,134,S,,id.,,62,1797,,,,
1922,134,S,,Safe,,11,265,,,,
1922,134,S,,S.A.F. E,,79,962,,,,
1922,134,S,,Safec.,,62,281,,,,
1922,134,S,,Safety-box,,72,212,,,,
1922,134,S,,Safety Matches avec dromadaire (Dessin),,12,1219,,,,
1922,134,S,,Safety Tread,,25,1371,,,,
1922,134,S,,S.A.F. I,,19,346,,,,
1922,134,S,,S.A.F. R,,46,42,,,,
1922,134,S,,Safranil,,58,426,,,,
1922,134,S,,Saft (Fer Nickel). ,,20,1162,,,,
1922,134,S,,Sag,,20,1479,,,,
1922,134,S,,Sagas,,75,1186,,,,
1922,134,S,,S.A.G.E. sur un appareil (Dessin),,39,942,,,,
1922,134,S,,Sagesse avec dessin,,79,1849,,,,
1922,134,S,,Sagitta (Chocolat à croquer),,67,771,,,,
1922,134,S,,Sagitta,,66,1176,,,,
1922,134,S,,Sagittaire (Aux).,,45,650,,,,
1922,134,S,,Sagoda.,,68,478,,,,
1922,134,S,,Sagols Massot.,,68,1318,,,,
1922,134,S,,Sahel Beaujol (Vin de choix).,,68,478,,,,
1922,134,S,,Saïga avec dessin dans un losange.,,10,1368,,,,
1922,134,S,,Saïgonnaise (A la) avec dessin.,,47,975,,,,
1922,134,S,,Sailor avec ancre sur un cachet (Dessin),,33,1730,,,,
1922,134,S,,Sainclair,,62,119,,,,
1922,134,S,,id.,,62,119,,,,
1922,134,S,,Saint-André.,,68,522,,,,
1922,134,S,,Saint-André (Tricotage mécanique),,52,1702,,,,
1922,134,S,,Saint - Aubert purgatives (Tablettes de),,79,1283,,,,
1922,134,S,,Saint - Aubin (Rhum),,68,1501,,,,
1922,134,S,,Saint – Aurélien (Chocolat) avec dessin,,66,1495,,,,
1922,134,S,,Saint - Avold (Bleu),,33,1586,,,,
1922,134,S,,Page réelle.,,,1596,,,,
1922,134,S,,Saint - Benoît avec dessin,,68,626,,,,
1922,134,S,,Saint – Bernard (Huile de table).,,64,1742,,,,
1922,134,S,,Saint - Bonnet.,,68,287,,,,
1922,134,S,,Saint – Brieuc (Macarons de).,,66,87,,,,
1922,134,S,,Saint – Césaire (Fleur de chaux de),,13,34,,,,
1922,134,S,,Saint – Charles (Laine zéphyr). ,,44,77,,,,
1922,134,S,,Saint-Christophe (Fine) avec dessin,,68,727,,,,
1922,134,S,,Saint-Christophe (Plantation). ,,68,1874,,,,
1922,134,S,,Saint-Christophe et va-t-en rassuré (Bois du rhum),,68,49,,,,
1922,134,S,,Saint - Côme. ,,68,88,,,,
1922,134,S,,Saint-Denis de Mère (Fromagerie de),,64,721,,,,
1922,134,S,,Saint-Désiré,,68,1716,,,,
1922,134,S,,Saint-Eloi avec dessin,,67,1069,,,,
1922,134,S,,Saint-Émilion. ,,68,1532,,,,
1922,134,S,,Saint – Émilion (Grand vin de Bordeaux),,68,1385,,,,
1922,134,S,,Saint-Épin,,44,943,,,,
1922,134,S,,Saint - Epvre (Le),,66,1494,,,,
1922,134,S,,Saint-Estèphe La Croix avec croix (Dessin),,68,988,,,,
1922,134,S,,Saint – Étienne (Chocolat),,66,398,,,,
1922,134,S,,Saint-Étienne.,,68,404,,,,
1922,134,S,,Saint – Étienne (Chocolat),,66,918,,,,
1922,134,S,,Saint-Étienne.,,68,1500,,,,
1922,134,S,,Saint-Félicien.,,68,1381,,,,
1922,134,S,,Saint-Félix (Le) avec dessin.,,14,378,,,,
1922,134,S,,Saint-Félix,,14,1369,,,,
1922,134,S,,Saint François Xavier (Thé des missions de),,67,1276,,,,
1922,134,S,,Saint - George avec dessin,,71bis,481,,,,
1922,134,S,,Saint - Georges (Brasserie) avec dessin,,68,251,,,,
1922,134,S,,Saint - Georges avec dessin,,68,289,,,,
1922,134,S,,"Saint - Georges (Fine, Marc) avec dessin",,68,319,,,,
1922,134,S,,Saint - Georges.,,68,1767,,,,
1922,134,S,,Saint – Georges (Gde liqueur).,,68,1768,,,,
1922,134,S,,Saint - Georges sur un bateau (Dessin),,68,524,,,,
1922,134,S,,Saint – Georges (Camembert de) avec dessin,,64,721,,,,
1922,134,S,,Saint - Georges (Dessin),,44,862,,,,
1922,134,S,,Saint - Georges dans un triangle (Dessin),,56,948,,,,
1922,134,S,,Saint - Georges (A.),,53,1261,,,,
1922,134,S,,Saint – Germain (Buches de).,,66,725,,,,
1922,134,S,,Saint - Germain.,,44,943,,,,
1922,135,S,,Saint – Germain (Quina),,68,1476,,,,
1922,135,S,,Page réelle.,,,1566,,,,
1922,135,S,,Saint-Germe.,,68,211,,,,
1922,135,S,,Saint – Gilbert (Rhum pur),,68,88,,,,
1922,135,S,,Saint – Gildas (Le) avec dessin.,,66,1531,,,,
1922,135,S,,Saint – Gilles (Chocolat),,66,122,,,,
1922,135,S,,Saint – Homère (Rhum) avec dessin,,68,1024,,,,
1922,135,S,,Saint – Honorat (Le) avec dessin. ,,14,381,,,,
1922,135,S,,Saint – Honoré (Laine),,44,502,,,,
1922,135,S,,Saint – Hubert (Apéritif),,68,531,,,,
1922,135,S,,Saint – Hubert (Cognac) avec dessin,,68,728,,,,
1922,135,S,,Saint - Hubert.,,44,943,,,,
1922,135,S,,Saint – Hubert (Cuvée),,68,1107,,,,
1922,135,S,,Saint – Hubert (Fine champagne).,,68,1837,,,,
1922,135,S,,Saint - Jacques (Clos),,68,618,,,,
1922,135,S,,Saint – Jean (Herbes de la).,,79,216,,,,
1922,135,S,,Saint - Jean (Beurrerie),,64,359,,,,
1922,135,S,,Saint - Jean (Rhum),,68,475,,,,
1922,135,S,,Saint – Jean (Cognac),,68,627,,,,
1922,135,S,,Saint - Jean (Collyre) avec dessin.,,79,1367,,,,
1922,135,S,,Saint - Jean-Baptiste (Biscuiterie),,71bis,1364,,,,
1922,135,S,,Saint - John,,68,287,,,,
1922,135,S,,Saint - John’s.,,68,88,,,,
